userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
apail97,Business-focused,CA,academic magnet high school,north charleston,SC,3.42,2026,Computer Science,Sociology,738,751,11,9,17,6,15,510,673,570,480,691,717,470,374,780,2
rduggary98,Compatible,TX,academy for information technology,scotch plains,NJ,3.09,2023,Spanish,Creative Writing,383,232,19,21,36,12,12,734,319,316,339,789,340,526,506,243,5
kstorey99,Fundamental,DC,james madison high school,vienna,VA,2.87,2023,Computer Science,Creative Writing,740,405,10,25,7,8,27,376,484,263,771,558,473,364,309,682,2
lower9a,pricing structure,KS,whitney high school,cerritos,CA,2.89,2025,Mathematics,Creative Writing,705,464,2,5,12,15,36,794,467,731,512,409,765,473,636,620,6
gohagan9b,Organized,NY,brooklyn technical high school,brooklyn,NY,2.55,2026,Spanish,Sociology,531,494,23,10,9,3,15,346,239,444,388,615,546,342,514,278,2
snys9c,Networked,CA,academic magnet high school,north charleston,SC,3.19,2024,Computer Science,Sociology,426,448,28,16,15,11,26,536,701,539,282,280,319,592,335,417,5
nkelloway9d,matrices,NC,academy for information technology,scotch plains,NJ,2.38,2023,English,Sociology,304,301,34,29,22,14,17,605,338,267,671,346,317,635,556,231,6
aleonardi9e,portal,LA,james madison high school,vienna,VA,2.22,2022,English,Psychology,537,758,19,25,13,11,18,519,244,767,528,238,610,757,328,564,5
ereed9f,Adaptive,NC,whitney high school,cerritos,CA,3.36,2024,English,Creative Writing,793,793,22,23,31,8,14,257,477,762,252,424,680,631,727,591,1
gkeggins9g,bifurcated,NY,brooklyn technical high school,brooklyn,NY,3.22,2023,Computer Science,Psychology,563,561,21,1,12,29,14,739,606,674,745,444,356,262,762,797,3
cbeernt9h,6th generation,CA,academic magnet high school,north charleston,SC,3.68,2024,Mathematics,Creative Writing,743,399,24,1,25,33,29,312,595,527,525,685,709,588,734,353,10
ckenneway9i,local area network,CA,academy for information technology,scotch plains,NJ,2.24,2024,Spanish,Creative Writing,713,408,20,6,21,19,36,334,260,594,617,634,253,335,377,379,3
fpirouet9j,middleware,PA,james madison high school,vienna,VA,3.63,2024,Biology,Sociology,577,679,14,18,16,2,36,687,485,763,291,417,600,606,398,676,6
egirardey9k,Digitized,FL,whitney high school,cerritos,CA,3.54,2026,Biology,Psychology,725,425,11,16,18,19,25,427,208,716,575,383,537,668,451,422,9
ksellor9l,hybrid,TX,brooklyn technical high school,brooklyn,NY,3.44,2024,Mathematics,Computer Engineering,686,656,21,7,36,12,32,583,391,339,733,688,206,659,321,680,10
bborless9m,Object-based,CA,academic magnet high school,north charleston,SC,3.63,2022,Spanish,Creative Writing,550,719,2,5,32,14,22,636,281,702,602,211,207,224,628,353,1
vdelph9n,moratorium,FL,academy for information technology,scotch plains,NJ,3.92,2026,Computer Science,Computer Engineering,567,433,19,14,4,22,4,453,507,522,344,546,782,332,745,649,6
jburgot9o,Multi-lateral,CA,james madison high school,vienna,VA,2.03,2023,Mathematics,Sociology,761,658,34,4,35,11,21,532,772,292,681,351,617,233,257,772,5
qpalfreyman9p,frame,OR,whitney high school,cerritos,CA,2.96,2023,Mathematics,Sociology,292,640,27,34,33,31,35,350,527,559,683,223,706,420,528,281,5
ktrineman9q,Automated,IA,brooklyn technical high school,brooklyn,NY,2.0,2023,Mathematics,Creative Writing,601,334,16,25,1,27,24,308,725,455,524,462,388,588,353,652,4
agoldup9r,background,MA,academic magnet high school,north charleston,SC,2.2,2022,Spanish,Psychology,391,597,6,8,3,4,21,240,579,303,512,618,315,634,665,680,4
bclandillon9s,emulation,VA,academy for information technology,scotch plains,NJ,2.27,2022,Computer Science,Creative Writing,639,247,22,6,26,21,9,570,329,253,774,498,745,451,435,652,8
grubinowitsch9t,bandwidth-monitored,MD,james madison high school,vienna,VA,2.5,2022,English,Psychology,487,765,5,16,33,20,10,222,205,254,686,216,743,428,406,698,4
ahamflett9u,grid-enabled,NC,whitney high school,cerritos,CA,2.16,2023,Biology,Sociology,711,256,14,18,13,33,1,374,661,318,799,426,283,617,418,522,3
dshilvock9v,optimal,DC,brooklyn technical high school,brooklyn,NY,2.92,2024,Spanish,Computer Engineering,755,792,29,34,1,34,33,528,236,540,618,206,755,485,658,629,6
slacy9w,Fundamental,CA,academic magnet high school,north charleston,SC,3.59,2022,Spanish,Sociology,457,390,8,30,35,26,15,584,528,511,414,497,400,358,683,640,1
kseagrove9x,motivating,IN,academy for information technology,scotch plains,NJ,2.85,2025,Computer Science,Computer Engineering,390,243,24,10,12,10,34,634,383,297,644,431,631,295,442,666,4
egaskarth9y,complexity,CA,james madison high school,vienna,VA,3.45,2025,Spanish,Psychology,633,583,29,27,13,15,27,485,693,521,591,387,612,766,293,664,2
lmcilhatton9z,Organic,OH,whitney high school,cerritos,CA,3.86,2023,Biology,Sociology,233,606,35,12,7,19,33,451,289,457,270,746,415,212,624,666,3
mkenricka0,strategy,IN,brooklyn technical high school,brooklyn,NY,3.06,2025,Computer Science,Creative Writing,620,326,22,16,36,13,5,586,554,700,457,419,560,731,432,475,3
tbarsama1,static,FL,academic magnet high school,north charleston,SC,2.31,2024,English,Computer Engineering,393,725,29,20,12,29,16,626,542,352,382,668,396,682,322,691,3
nraglesa2,static,AZ,academy for information technology,scotch plains,NJ,3.36,2025,Biology,Psychology,429,641,2,13,3,27,18,570,692,422,741,678,479,516,259,686,2
btredgolda3,definition,TX,james madison high school,vienna,VA,3.56,2026,Spanish,Sociology,385,701,6,14,19,14,8,582,594,646,772,575,361,565,525,779,9
kkinavana4,Exclusive,NY,whitney high school,cerritos,CA,2.72,2022,English,Psychology,760,553,23,34,29,1,7,246,215,358,410,314,407,333,289,442,8
alatoura5,interactive,TX,brooklyn technical high school,brooklyn,NY,2.97,2026,Mathematics,Psychology,460,629,21,25,26,33,26,223,506,800,573,512,242,276,294,396,2
sduffreea6,neutral,IL,academic magnet high school,north charleston,SC,3.68,2026,Computer Science,Creative Writing,594,439,23,27,10,14,19,385,680,530,768,660,626,646,536,601,0
rabdeya7,instruction set,IL,academy for information technology,scotch plains,NJ,2.2,2026,Spanish,Creative Writing,693,402,13,24,12,17,33,799,388,445,567,702,564,285,406,620,3
seaglesa8,circuit,OR,james madison high school,vienna,VA,3.85,2023,Spanish,Sociology,259,655,12,13,1,36,32,661,503,317,562,621,219,738,231,202,10
sderislya9,Proactive,AZ,whitney high school,cerritos,CA,2.46,2023,English,Psychology,771,331,10,4,34,15,15,761,332,315,461,691,214,328,324,224,4
pgrelikaa,Universal,IL,brooklyn technical high school,brooklyn,NY,2.58,2026,English,Psychology,614,397,18,11,4,22,33,763,461,258,796,592,672,677,246,443,6
mdewolfeab,strategy,DC,academic magnet high school,north charleston,SC,3.43,2023,Computer Science,Computer Engineering,408,354,5,1,9,33,17,340,588,655,429,627,482,604,501,398,5
fprobettsac,Triple-buffered,AZ,academy for information technology,scotch plains,NJ,3.8,2022,Spanish,Psychology,707,754,23,34,28,22,6,265,299,778,607,717,569,748,316,682,7
mtremlettad,needs-based,TX,james madison high school,vienna,VA,3.88,2022,Biology,Sociology,511,499,1,12,23,4,36,305,213,527,223,373,614,744,563,517,10
nolivetiae,alliance,OH,whitney high school,cerritos,CA,3.44,2025,Mathematics,Psychology,310,432,30,22,11,15,11,254,749,790,631,454,579,719,219,373,3
leatonaf,Synchronised,MO,brooklyn technical high school,brooklyn,NY,2.9,2023,Mathematics,Psychology,687,226,17,26,3,18,1,201,259,236,376,291,618,573,704,771,2
sshawag,system-worthy,NM,academic magnet high school,north charleston,SC,3.87,2022,Computer Science,Creative Writing,687,412,18,32,19,34,19,791,313,244,457,684,268,589,425,792,4
wchamah,transitional,MO,academy for information technology,scotch plains,NJ,2.03,2024,Biology,Computer Engineering,397,482,7,8,17,7,29,388,634,782,649,729,600,547,713,600,3
kaveriesai,Upgradable,WA,james madison high school,vienna,VA,2.79,2023,Computer Science,Creative Writing,608,457,16,24,30,9,34,668,636,510,339,311,205,278,429,306,2
cdunnanaj,Right-sized,TX,whitney high school,cerritos,CA,2.96,2023,Biology,Sociology,552,581,11,18,3,5,5,276,324,432,501,537,615,484,797,448,2
cdymottak,hub,MS,brooklyn technical high school,brooklyn,NY,2.79,2025,Biology,Creative Writing,349,332,7,32,12,4,10,443,381,284,526,503,414,422,471,278,9
scasalettoal,Mandatory,CA,academic magnet high school,north charleston,SC,2.89,2023,Biology,Creative Writing,633,412,12,3,19,34,25,764,720,274,721,616,440,721,583,304,2
apicardam,Intuitive,IA,academy for information technology,scotch plains,NJ,2.07,2022,Spanish,Sociology,266,659,6,31,18,5,35,794,324,699,549,528,554,377,793,667,7
ccorrettan,Quality-focused,PA,james madison high school,vienna,VA,2.46,2025,Biology,Computer Engineering,591,512,2,15,21,26,25,238,360,494,259,462,463,695,752,400,1
jcharlwoodao,fresh-thinking,MO,whitney high school,cerritos,CA,2.08,2025,English,Creative Writing,421,516,1,34,16,34,32,226,345,513,653,276,455,358,768,570,6
kmaryanap,content-based,AL,brooklyn technical high school,brooklyn,NY,2.49,2025,Spanish,Sociology,243,691,29,5,20,25,9,437,746,668,296,567,365,628,285,441,3
bcanbyaq,24/7,NJ,academic magnet high school,north charleston,SC,2.93,2026,Mathematics,Computer Engineering,568,500,20,22,20,18,7,715,579,604,636,483,557,517,472,452,8
mticksallar,projection,AL,academy for information technology,scotch plains,NJ,2.92,2023,Spanish,Computer Engineering,425,658,12,9,12,28,22,496,545,297,693,337,712,519,478,583,3
jalessandrinias,Stand-alone,KY,james madison high school,vienna,VA,3.58,2023,Computer Science,Sociology,504,271,14,32,11,30,31,695,404,585,636,378,306,574,436,259,4
mgresswellat,Function-based,OR,whitney high school,cerritos,CA,2.27,2023,English,Creative Writing,651,327,29,9,18,6,17,206,465,743,676,483,639,445,734,211,1
kcogginau,Universal,IL,brooklyn technical high school,brooklyn,NY,3.58,2022,Biology,Creative Writing,481,376,35,7,15,7,4,553,709,303,791,378,578,745,604,443,2
ldraceyav,synergy,NY,academic magnet high school,north charleston,SC,2.29,2025,English,Computer Engineering,346,372,33,9,33,30,24,383,745,658,396,570,385,559,768,574,7
ksimonettoaw,matrix,GA,academy for information technology,scotch plains,NJ,2.75,2022,English,Psychology,614,346,36,12,9,8,14,559,228,549,770,338,644,277,530,264,7
grayerax,value-added,HI,james madison high school,vienna,VA,2.42,2024,English,Psychology,791,405,21,4,1,17,8,433,393,652,410,786,707,284,792,590,6
tfantiniay,budgetary management,FL,whitney high school,cerritos,CA,3.55,2025,Spanish,Sociology,237,289,17,12,20,8,28,557,774,787,282,412,611,377,748,588,6
lfilipponeaz,Business-focused,FL,brooklyn technical high school,brooklyn,NY,3.04,2024,Biology,Sociology,639,209,29,30,33,14,5,329,771,645,698,412,396,312,337,559,10
gseedsb0,infrastructure,PA,academic magnet high school,north charleston,SC,3.23,2022,Spanish,Creative Writing,605,760,5,12,30,6,22,566,679,695,643,472,783,617,592,734,6
dmechemb1,project,VA,academy for information technology,scotch plains,NJ,3.68,2024,Spanish,Sociology,746,577,23,32,33,32,16,542,260,445,503,508,269,303,520,247,9
kredhollsb2,initiative,CO,james madison high school,vienna,VA,2.55,2025,Biology,Computer Engineering,304,624,36,5,5,3,2,579,549,436,365,395,513,597,225,328,2
afranktonb3,function,VA,whitney high school,cerritos,CA,2.01,2025,English,Computer Engineering,248,233,4,34,26,24,17,618,771,593,702,641,465,598,526,366,3
abreedb4,Seamless,CA,brooklyn technical high school,brooklyn,NY,2.12,2026,Spanish,Computer Engineering,428,722,29,24,11,33,29,268,254,620,470,654,318,382,320,335,4
vashbrookb5,asynchronous,NY,academic magnet high school,north charleston,SC,2.45,2025,Spanish,Psychology,727,707,2,13,27,36,5,535,783,458,226,362,504,722,687,621,8
kcleareb6,Progressive,FL,academy for information technology,scotch plains,NJ,3.68,2024,Spanish,Sociology,555,647,13,24,29,36,23,594,439,646,279,358,695,662,755,303,5
bsamwellb7,optimal,WA,james madison high school,vienna,VA,3.67,2023,English,Creative Writing,664,652,3,19,23,18,16,648,792,361,412,796,410,221,786,684,2
uhavikb8,disintermediate,WI,whitney high school,cerritos,CA,3.86,2022,Mathematics,Creative Writing,601,497,24,14,12,28,7,548,413,467,772,403,366,341,574,411,7
rraynerb9,project,CT,brooklyn technical high school,brooklyn,NY,3.62,2025,English,Sociology,747,435,10,18,18,35,35,426,741,214,274,422,595,615,536,778,5
bdesimoniba,Business-focused,PA,academic magnet high school,north charleston,SC,3.98,2023,Computer Science,Creative Writing,732,207,29,34,24,28,14,601,677,770,536,554,544,627,552,667,5
cmunceybb,moderator,SC,academy for information technology,scotch plains,NJ,3.47,2026,Computer Science,Sociology,790,299,8,10,13,34,7,604,277,583,734,594,373,486,445,239,9
astorrockbc,Graphical User Interface,PA,james madison high school,vienna,VA,3.54,2022,Mathematics,Sociology,569,417,7,8,4,29,10,236,605,791,777,656,281,615,757,376,5
hrosinabd,moderator,NY,whitney high school,cerritos,CA,3.11,2026,Computer Science,Creative Writing,714,459,9,31,21,14,27,273,671,623,575,298,435,547,245,578,9
ncasterotbe,matrices,FL,brooklyn technical high school,brooklyn,NY,2.01,2025,English,Psychology,532,719,34,2,2,22,9,388,776,792,741,374,330,439,756,220,5
jmacklambf,attitude-oriented,KS,academic magnet high school,north charleston,SC,3.12,2026,Biology,Psychology,220,437,17,33,34,16,22,321,408,627,618,762,221,281,556,472,0
slongwoodbg,radical,VA,academy for information technology,scotch plains,NJ,2.03,2022,Biology,Psychology,316,531,24,13,19,21,28,589,234,798,645,447,747,532,492,326,9
rbernadebh,intangible,MO,james madison high school,vienna,VA,2.14,2025,Computer Science,Sociology,612,298,31,6,32,29,1,216,326,270,492,485,567,478,462,222,2
vpayntonbi,well-modulated,NE,whitney high school,cerritos,CA,3.98,2022,English,Creative Writing,698,664,33,36,22,20,7,339,622,262,441,295,743,513,525,511,0
wbrownsallbj,Profit-focused,DC,brooklyn technical high school,brooklyn,NY,2.04,2024,Computer Science,Computer Engineering,477,424,16,27,28,30,25,452,600,372,347,383,244,792,627,487,2
etamblingbk,open architecture,NY,academic magnet high school,north charleston,SC,3.29,2024,Mathematics,Computer Engineering,214,484,7,12,36,14,30,290,416,739,571,282,202,658,350,671,3
jreadbl,secondary,NV,academy for information technology,scotch plains,NJ,3.44,2022,Biology,Psychology,722,350,32,19,20,6,15,673,230,690,732,668,373,250,392,514,0
bfairbournbm,4th generation,NY,james madison high school,vienna,VA,3.35,2024,Mathematics,Sociology,333,684,11,28,7,36,18,533,349,687,632,738,645,457,630,468,9
efennerbn,Ameliorated,DC,whitney high school,cerritos,CA,3.94,2024,English,Creative Writing,566,412,29,27,23,15,10,348,594,738,784,604,465,240,627,712,4
bcosleybo,logistical,TX,brooklyn technical high school,brooklyn,NY,2.01,2022,English,Psychology,674,232,9,14,26,34,16,378,237,792,429,277,471,410,301,343,5
eroufbp,Adaptive,IL,academic magnet high school,north charleston,SC,3.21,2023,Biology,Computer Engineering,549,614,9,7,29,5,15,563,230,202,791,699,364,552,316,532,0
dhaconbq,contextually-based,TX,academy for information technology,scotch plains,NJ,3.55,2026,Spanish,Creative Writing,480,740,7,27,25,7,14,788,338,585,608,780,577,595,718,630,7
kantognonibr,Diverse,NY,james madison high school,vienna,VA,2.6,2026,Biology,Computer Engineering,272,344,36,1,34,8,3,678,789,757,466,428,360,330,599,288,3
wglynnebs,Organized,TX,whitney high school,cerritos,CA,2.73,2022,English,Computer Engineering,711,251,34,36,23,10,12,672,627,525,213,793,376,210,778,310,4
marrbt,Reactive,DC,brooklyn technical high school,brooklyn,NY,3.5,2023,Biology,Sociology,567,633,9,14,27,26,3,673,382,271,645,778,733,477,539,704,9
tgrissbu,neutral,NY,academic magnet high school,north charleston,SC,2.84,2022,Computer Science,Computer Engineering,557,334,25,16,19,15,25,630,609,446,743,631,718,391,258,221,0
hbrittonerbv,Virtual,KS,academy for information technology,scotch plains,NJ,2.68,2024,Biology,Psychology,672,785,26,4,20,8,12,332,389,670,726,255,246,543,531,538,6
lmathesonbw,modular,NH,james madison high school,vienna,VA,2.6,2023,Computer Science,Psychology,740,632,34,22,18,24,31,453,601,691,415,496,300,790,534,399,4
hsneppbx,implementation,LA,whitney high school,cerritos,CA,3.4,2022,English,Psychology,611,217,7,9,19,6,8,355,633,392,475,330,705,329,222,375,3
ryeendby,encompassing,TX,brooklyn technical high school,brooklyn,NY,2.53,2024,Mathematics,Computer Engineering,688,717,36,36,7,17,33,666,628,357,606,383,202,778,207,528,8
sbeinbz,intangible,GA,academic magnet high school,north charleston,SC,3.97,2026,Biology,Sociology,341,730,8,35,10,8,4,721,676,503,576,773,692,394,407,209,3
cjermyc0,database,AL,academy for information technology,scotch plains,NJ,3.54,2026,Mathematics,Creative Writing,423,307,9,14,10,27,20,686,333,662,421,543,493,701,479,726,0
grigtsc1,Intuitive,CA,james madison high school,vienna,VA,2.16,2024,Biology,Computer Engineering,245,244,22,11,11,15,6,765,663,401,457,534,794,301,361,223,2
dboulsherc2,implementation,CA,whitney high school,cerritos,CA,3.1,2025,Spanish,Computer Engineering,428,688,3,13,4,27,8,721,556,789,688,478,404,519,631,784,8
fbellochc3,Programmable,TX,brooklyn technical high school,brooklyn,NY,3.98,2025,Spanish,Computer Engineering,251,651,33,24,17,11,14,275,300,365,428,370,691,778,297,634,8
ncaldwallc4,matrix,MO,academic magnet high school,north charleston,SC,2.75,2022,Biology,Creative Writing,613,783,31,3,6,1,24,328,381,333,690,799,411,303,793,408,5
adarkec5,Grass-roots,TX,academy for information technology,scotch plains,NJ,2.4,2024,Mathematics,Creative Writing,242,359,18,35,6,7,25,576,319,718,564,368,477,376,707,318,6
eitzcovichchc6,fresh-thinking,CA,james madison high school,vienna,VA,3.16,2025,Mathematics,Computer Engineering,347,415,11,30,7,2,27,697,339,717,749,283,479,290,759,438,3
tradnagec7,leading edge,CA,whitney high school,cerritos,CA,2.95,2022,English,Psychology,205,296,4,31,28,7,31,456,644,760,248,612,758,499,654,343,3
loganc8,conglomeration,PA,brooklyn technical high school,brooklyn,NY,3.79,2025,Computer Science,Psychology,542,574,23,33,9,22,12,779,425,788,471,710,370,451,456,744,1
fgateleyc9,needs-based,DC,academic magnet high school,north charleston,SC,3.82,2024,Computer Science,Computer Engineering,294,493,12,18,16,11,23,641,589,446,664,553,607,369,318,710,9
mplumbca,intangible,KY,academy for information technology,scotch plains,NJ,3.94,2023,Mathematics,Computer Engineering,545,573,25,14,28,17,20,676,695,671,476,641,787,774,362,396,10
eriselycb,6th generation,IN,james madison high school,vienna,VA,3.82,2026,Mathematics,Psychology,518,330,7,31,31,13,30,438,404,541,489,405,692,499,540,470,1
fpllucc,Upgradable,OH,whitney high school,cerritos,CA,3.78,2024,Computer Science,Sociology,330,397,11,25,26,30,22,493,480,428,653,491,794,274,488,710,6
mlaweycd,contextually-based,NY,brooklyn technical high school,brooklyn,NY,3.95,2022,English,Computer Engineering,618,333,12,7,34,10,22,737,738,747,567,695,376,624,341,696,4
gconiamce,logistical,KS,academic magnet high school,north charleston,SC,3.35,2026,English,Computer Engineering,743,692,11,36,24,32,24,525,707,507,689,572,487,634,275,552,5
abasscf,help-desk,IA,academy for information technology,scotch plains,NJ,2.0,2026,English,Creative Writing,548,646,14,26,31,33,17,401,478,516,688,513,482,436,750,242,7
ltymcg,data-warehouse,TX,james madison high school,vienna,VA,2.92,2022,Biology,Computer Engineering,505,273,21,20,6,30,15,591,378,284,629,446,392,717,203,554,5
kcorkerch,Visionary,CO,whitney high school,cerritos,CA,2.57,2022,English,Creative Writing,493,331,16,19,36,7,17,369,692,314,558,355,292,322,640,414,5
zarstallci,budgetary management,DC,brooklyn technical high school,brooklyn,NY,2.65,2026,Biology,Sociology,493,377,11,34,22,28,11,743,395,357,202,708,250,528,471,715,0
chrinchishincj,tertiary,LA,academic magnet high school,north charleston,SC,2.02,2025,Spanish,Computer Engineering,271,582,23,17,16,25,36,304,491,569,212,582,535,573,688,703,5
mmcgaughayck,optimizing,NJ,academy for information technology,scotch plains,NJ,3.75,2023,Mathematics,Psychology,793,211,34,30,31,3,13,279,256,504,756,329,201,507,696,223,4
qrucklidgecl,Focused,CO,james madison high school,vienna,VA,2.09,2022,Spanish,Creative Writing,570,543,2,34,22,21,33,451,701,768,655,489,349,625,450,439,7
fpolglazecm,pricing structure,WA,whitney high school,cerritos,CA,2.07,2025,Biology,Sociology,500,223,27,34,26,25,3,682,634,658,800,650,381,685,750,670,1
khickenbottomcn,actuating,LA,brooklyn technical high school,brooklyn,NY,3.6,2025,English,Computer Engineering,265,576,4,34,22,1,16,578,270,742,653,489,310,683,564,349,5
roscandallco,executive,GA,academic magnet high school,north charleston,SC,2.09,2022,Mathematics,Creative Writing,532,638,1,4,31,23,20,287,780,259,427,407,567,659,471,478,7
gsidebothamcp,Switchable,IL,academy for information technology,scotch plains,NJ,2.04,2025,Computer Science,Computer Engineering,721,717,23,31,8,8,7,328,245,768,605,352,587,640,757,465,5
scoramcq,cohesive,VA,james madison high school,vienna,VA,2.91,2023,Mathematics,Sociology,683,315,20,30,9,36,2,756,236,408,621,526,512,231,420,637,7
naldiecr,Persistent,NY,whitney high school,cerritos,CA,2.89,2022,Computer Science,Psychology,394,321,24,7,30,7,12,594,500,470,305,749,630,406,751,477,1
jbernakiewiczcs,background,CA,brooklyn technical high school,brooklyn,NY,3.3,2022,English,Sociology,692,291,35,5,8,1,7,665,690,338,711,630,498,565,585,240,6
rannellct,context-sensitive,PA,academic magnet high school,north charleston,SC,3.18,2022,Spanish,Computer Engineering,250,505,33,22,33,15,26,499,785,789,693,485,410,291,200,611,8
jpantonecu,protocol,MN,academy for information technology,scotch plains,NJ,3.1,2022,Spanish,Computer Engineering,217,446,16,17,5,30,21,296,242,588,511,687,280,528,787,328,5
nbinesteadcv,info-mediaries,KS,james madison high school,vienna,VA,3.2,2024,Mathematics,Creative Writing,395,474,31,1,4,3,9,433,733,377,647,530,626,357,791,767,9
hraschcw,systematic,FL,whitney high school,cerritos,CA,3.08,2023,Computer Science,Psychology,227,711,18,19,32,26,12,492,716,359,773,474,592,627,209,572,1
kpenhallcx,eco-centric,IN,brooklyn technical high school,brooklyn,NY,2.01,2025,Spanish,Sociology,438,479,13,22,11,7,6,791,271,615,605,647,442,701,728,573,9
hteschecy,4th generation,TX,academic magnet high school,north charleston,SC,3.13,2022,Biology,Computer Engineering,654,755,1,32,23,6,9,604,410,245,443,712,457,234,373,697,8
flomiscz,function,FL,academy for information technology,scotch plains,NJ,2.14,2025,English,Computer Engineering,667,491,34,15,33,7,5,752,216,623,609,397,486,383,327,630,9
awoodalld0,Synergized,CA,james madison high school,vienna,VA,2.45,2026,Computer Science,Sociology,241,461,6,36,8,2,18,308,478,541,389,584,511,663,717,246,4
bkoppked1,logistical,WA,whitney high school,cerritos,CA,2.26,2025,Biology,Creative Writing,383,690,35,27,16,30,15,334,416,532,732,378,679,602,366,387,1
lhollowsd2,analyzer,FL,brooklyn technical high school,brooklyn,NY,2.78,2025,English,Psychology,719,248,24,9,19,30,32,308,576,227,673,205,467,232,354,757,9
ebilesd3,initiative,MA,academic magnet high school,north charleston,SC,2.13,2022,Spanish,Sociology,248,555,34,19,26,34,28,631,429,721,537,658,615,482,700,616,9
rdraijerd4,Graphical User Interface,CA,academy for information technology,scotch plains,NJ,3.61,2025,Mathematics,Computer Engineering,756,502,36,1,35,3,8,782,592,259,465,452,272,373,788,614,2
snorthcoted5,Function-based,TX,james madison high school,vienna,VA,3.46,2025,Spanish,Creative Writing,306,352,2,22,3,8,32,389,794,282,203,453,696,424,438,478,10
llahertyd6,Total,IL,whitney high school,cerritos,CA,3.32,2022,Computer Science,Psychology,526,587,5,31,28,28,21,656,432,291,630,276,230,497,797,476,9
msweedlandd7,user-facing,NC,brooklyn technical high school,brooklyn,NY,2.7,2022,Computer Science,Creative Writing,426,700,20,12,20,16,29,658,536,693,222,251,275,213,526,284,5
tmeadwayd8,functionalities,MN,academic magnet high school,north charleston,SC,3.79,2022,English,Creative Writing,783,306,16,33,15,6,31,446,404,243,405,291,408,300,645,296,9
gsillsd9,Reverse-engineered,WI,academy for information technology,scotch plains,NJ,2.26,2024,Biology,Psychology,698,561,19,23,25,29,26,364,704,589,732,277,688,505,771,298,2
bseilmannda,system-worthy,MO,james madison high school,vienna,VA,3.52,2022,English,Creative Writing,509,406,13,15,15,24,1,615,450,755,695,564,355,617,478,352,8
khynsondb,adapter,NC,whitney high school,cerritos,CA,3.57,2025,Spanish,Psychology,589,293,10,5,15,10,28,667,659,669,671,760,754,500,625,706,4
cisaacsondc,mission-critical,NY,brooklyn technical high school,brooklyn,NY,2.62,2025,Mathematics,Psychology,237,476,21,6,23,36,3,792,338,226,224,725,313,470,342,249,4
eplowelldd,grid-enabled,FL,academic magnet high school,north charleston,SC,2.58,2022,Spanish,Psychology,510,314,36,25,35,34,8,552,200,440,318,471,288,681,220,344,0
mallchornde,Persevering,AL,academy for information technology,scotch plains,NJ,2.61,2023,Computer Science,Sociology,417,452,18,12,16,6,13,369,715,430,473,793,227,310,384,667,9
mriddalldf,non-volatile,DC,james madison high school,vienna,VA,2.89,2022,Spanish,Sociology,643,509,27,36,22,22,30,790,548,242,727,329,210,513,240,536,2
lmaidendg,24/7,OH,whitney high school,cerritos,CA,3.5,2025,Biology,Computer Engineering,321,462,1,5,14,8,6,644,795,204,268,488,382,756,488,456,2
varrelldh,Triple-buffered,NY,brooklyn technical high school,brooklyn,NY,3.15,2026,Mathematics,Creative Writing,255,777,18,32,28,27,16,339,327,703,614,691,731,688,773,354,6
rtowsdi,software,FL,academic magnet high school,north charleston,SC,2.84,2022,Spanish,Psychology,319,745,24,16,17,4,15,295,652,733,207,677,247,727,772,215,2
rhandscombedj,project,CA,academy for information technology,scotch plains,NJ,2.51,2023,Mathematics,Creative Writing,383,656,36,32,33,14,1,258,622,656,668,672,700,273,567,238,8
atitchmarshdk,content-based,CA,james madison high school,vienna,VA,2.04,2025,Computer Science,Creative Writing,476,585,29,33,35,32,19,608,627,566,469,632,608,416,647,234,9
mcaudelierdl,dynamic,TX,whitney high school,cerritos,CA,3.25,2023,Computer Science,Sociology,229,223,6,14,8,9,7,274,400,300,652,389,339,430,450,693,0
emedddm,Synchronised,TX,brooklyn technical high school,brooklyn,NY,3.18,2022,English,Psychology,796,561,7,3,26,3,2,456,441,341,282,790,783,557,682,495,1
csenettdn,Networked,CA,academic magnet high school,north charleston,SC,3.01,2026,Biology,Computer Engineering,754,242,10,30,36,32,29,597,726,605,598,516,759,362,563,203,5
rtrytsmando,Advanced,TX,academy for information technology,scotch plains,NJ,3.66,2022,Mathematics,Creative Writing,495,791,4,25,27,30,3,698,565,723,743,350,404,215,565,274,1
athistletondp,circuit,DC,james madison high school,vienna,VA,3.61,2025,Biology,Creative Writing,263,369,9,29,28,15,8,761,358,458,321,260,484,627,745,364,0
jbaggedq,solution,LA,whitney high school,cerritos,CA,3.83,2026,Biology,Psychology,768,386,21,36,2,29,1,404,684,769,668,251,399,724,760,691,0
rdodsworthdr,Function-based,NY,brooklyn technical high school,brooklyn,NY,3.45,2024,English,Psychology,235,534,26,6,26,25,17,680,627,767,263,535,267,522,306,324,3
csonghurstds,stable,FL,academic magnet high school,north charleston,SC,3.89,2023,Spanish,Computer Engineering,480,384,5,24,31,25,36,290,673,728,694,541,786,682,380,615,5
mtozerdt,Up-sized,TX,academy for information technology,scotch plains,NJ,3.94,2026,Biology,Psychology,296,697,2,16,17,22,33,463,389,461,574,693,294,340,501,306,1
